Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,HDD,SSD,Price
Lenovo,Notebook,4,1.5,0,1,165.6321181,0,128,29250.72
Dell,Workstation,8,2.23,0,0,141.2119981,500,0,72940.32
Dell,Workstation,8,2.0,0,1,141.2119981,0,256,113752.8
Lenovo,2 in 1 Convertible,16,1.42,1,0,209.8006829,0,512,133679.52
Asus,Gaming,8,3.0,0,0,127.3356746,1000,0,55357.92
Asus,Gaming,16,3.0,0,0,127.3356746,1000,256,84768.48
Acer,Notebook,12,2.2,0,1,100.4546699,1000,0,36975.7872
MSI,Gaming,8,2.7,0,0,127.3356746,0,256,71874.72
Dell,Notebook,8,2.33,0,0,141.2119981,0,256,41498.1936
HP,Ultrabook,4,1.91,0,0,141.2119981,0,256,26586.72
Lenovo,Notebook,8,2.1,0,1,141.2119981,0,256,65510.9568
Lenovo,Notebook,8,1.9,0,1,157.3505121,0,256,49976.64
Dell,Workstation,8,1.78,1,0,282.4239962,0,256,144495.36
Lenovo,Ultrabook,16,1.13,0,1,209.8006829,0,1000,139860.0
Lenovo,Notebook,4,2.2,0,0,100.4546699,1000,0,16303.68
Asus,Gaming,16,2.9,0,0,127.3356746,1000,256,81465.12
Lenovo,Notebook,8,2.1,0,1,141.2119981,1000,256,60978.96
Acer,Notebook,8,2.5,0,0,141.2119981,0,256,46833.12
MSI,Gaming,16,2.8,0,0,127.3356746,1000,256,119826.72
Asus,Ultrabook,8,1.1,0,0,157.3505121,0,512,99793.44
Toshiba,Ultrabook,16,1.2,0,0,165.6321181,0,512,93080.16
Dell,Ultrabook,8,1.36,0,0,157.3505121,0,512,89510.4
Lenovo,Notebook,4,2.2,0,0,141.2119981,500,0,21791.52
Lenovo,Notebook,2,1.15,0,0,135.0942112,0,0,16221.096
Lenovo,Workstation,8,2.67,0,0,141.2119981,0,512,102564.0
Lenovo,Ultrabook,8,1.7,0,1,209.8006829,0,512,103523.04
HP,Notebook,4,2.1,0,0,141.2119981,1000,0,24988.32
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,0,256,42038.4528
Asus,2 in 1 Convertible,8,1.27,1,1,165.6321181,0,256,49443.84
Dell,Notebook,4,2.3,0,0,141.2119981,0,256,31909.392
Dell,Notebook,4,1.65,0,0,117.8265301,0,128,36709.92
HP,Ultrabook,8,1.43,0,0,157.3505121,0,256,79920.0
Dell,Notebook,8,2.14,0,0,100.4546699,1000,0,28768.536
Lenovo,Ultrabook,8,1.75,0,1,157.3505121,0,256,64755.4464
Lenovo,2 in 1 Convertible,16,2.0,1,1,282.4239962,0,512,101178.72
Chuwi,Notebook,6,1.4,0,1,267.338436,0,0,23922.72
HP,Notebook,8,2.31,0,0,141.2119981,0,256,76030.56
Asus,Notebook,8,2.3,0,0,141.2119981,1000,0,31808.16
Dell,Gaming,16,4.42,0,1,169.7808994,1000,256,149130.72
Dell,Gaming,8,2.62,0,1,141.2119981,1000,128,61751.52
Dell,Notebook,8,2.02,0,0,141.2119981,2000,256,60867.072
Dell,Ultrabook,8,1.6,0,0,157.3505121,0,256,58554.72
HP,Gaming,12,3.35,0,0,127.3356746,1000,256,106506.72
Mediacom,2 in 1 Convertible,4,1.16,1,1,189.9057905,0,32,15930.72
Samsung,Netbook,4,1.15,0,0,135.0942112,0,0,14332.32
Lenovo,Notebook,8,1.4,0,1,165.6321181,0,256,53812.8
Lenovo,Notebook,4,1.7,0,1,157.3505121,0,128,31914.72
Lenovo,Workstation,16,2.3,0,1,282.4239962,0,512,130269.6
Lenovo,Notebook,16,2.5,0,0,141.2119981,0,512,130482.72
Asus,Gaming,8,3.2,0,0,127.3356746,1000,256,90309.6
HP,Notebook,4,2.1,0,0,100.4546699,500,0,18488.16
Google,Ultrabook,16,1.1,1,0,234.5074,0,512,117162.72
Lenovo,Ultrabook,24,1.32,0,0,209.8006829,0,512,126912.96
Asus,Notebook,4,2.0,0,0,141.2119981,0,256,29783.52
Lenovo,Notebook,8,2.8,0,0,106.1130621,1000,0,27652.32
Dell,Notebook,4,2.2,0,0,141.2119981,0,256,39906.72
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,0,256,76137.12
Lenovo,Notebook,4,2.2,0,0,141.2119981,0,128,18594.72
HP,Gaming,8,2.2,0,1,141.2119981,1000,128,58554.72
Dell,Notebook,8,1.64,0,0,157.3505121,0,256,62817.12
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,23539.104
Dell,Workstation,8,2.23,0,0,141.2119981,1000,0,106187.04
MSI,Gaming,8,2.2,0,0,141.2119981,0,256,54757.9872
Microsoft,Ultrabook,16,1.25,1,0,200.8425599,0,512,137941.92
HP,Notebook,8,1.91,0,0,100.4546699,0,128,31381.92
Dell,Workstation,16,2.17,0,1,141.2119981,0,256,105228.0
HP,Workstation,8,2.31,0,1,141.2119981,0,512,81731.52
Lenovo,Notebook,8,1.65,0,0,157.3505121,0,256,71661.6
Dell,Notebook,8,2.36,0,0,141.2119981,1000,128,52161.12
Dell,2 in 1 Convertible,4,1.47,1,0,135.0942112,500,0,25521.12
Dell,Notebook,8,4.42,0,1,127.3356746,1000,0,109010.88
Microsoft,Ultrabook,4,1.252,1,0,200.8425599,0,128,52693.92
Microsoft,Ultrabook,8,1.25,1,0,200.8425599,0,256,95850.72
HP,Notebook,8,2.5,0,0,106.1130621,0,256,34093.872
Acer,Notebook,4,2.23,0,0,141.2119981,1000,0,28984.32
Acer,Netbook,4,1.4,0,0,135.0942112,0,128,23176.8
Asus,Notebook,8,2.37,0,0,141.2119981,1000,0,39906.72
Lenovo,Notebook,8,1.5,0,1,157.3505121,0,512,42570.72
Lenovo,Notebook,8,2.67,0,0,141.2119981,0,256,111355.2
Asus,Notebook,4,2.0,0,0,100.4546699,500,0,16197.12
Acer,Notebook,4,2.2,0,0,100.4546699,500,0,24988.32
Dell,Notebook,8,2.02,0,0,141.2119981,2000,0,40439.52
HP,Gaming,12,3.78,0,1,127.3356746,1000,0,90522.72
Lenovo,Ultrabook,12,1.4,0,1,209.8006829,0,256,98994.24
HP,2 in 1 Convertible,8,1.29,1,1,331.2642361,0,512,106506.72
HP,Notebook,8,1.9,0,0,141.2119981,500,0,61485.12
Google,Ultrabook,8,1.1,1,0,234.5074,0,128,67932.0
Dell,Ultrabook,8,1.42,1,0,165.6321181,0,256,98133.768
Asus,Notebook,12,2.06,0,1,282.4239962,1000,128,69210.72
Dell,Notebook,8,1.79,0,0,111.9352036,0,128,39427.2
Dell,Workstation,8,1.78,0,0,141.2119981,0,256,128298.24
Lenovo,Notebook,8,1.7,0,0,157.3505121,0,180,72673.92
Dell,Notebook,8,2.2,0,0,141.2119981,1000,0,35964.0
Toshiba,Notebook,8,1.05,0,1,165.6321181,0,256,89084.16
Dell,Notebook,8,2.16,0,1,141.2119981,0,512,67239.36
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,31254.048
HP,Notebook,4,1.49,0,1,165.6321181,0,128,38681.28
Chuwi,Notebook,4,1.89,0,0,141.2119981,0,0,13261.392
Lenovo,Notebook,4,2.3,0,0,100.4546699,0,128,30103.2
Lenovo,Notebook,8,1.75,0,1,157.3505121,0,256,55890.72
Dell,Workstation,16,2.17,0,1,141.2119981,0,512,124568.64
Dell,Notebook,16,2.06,0,0,141.2119981,0,512,101178.72
Lenovo,Ultrabook,16,1.36,0,1,176.2325736,0,512,95797.44
Asus,Ultrabook,16,0.91,0,0,176.2325736,0,512,103896.0
Lenovo,Notebook,8,2.3,0,1,141.2119981,0,256,53918.8272
Toshiba,Ultrabook,32,1.05,1,0,165.6321181,0,512,149130.72
Asus,Gaming,8,1.99,0,0,141.2119981,1000,128,71928.0
Acer,Notebook,8,2.2,0,0,100.4546699,1000,0,30849.12
Asus,Gaming,24,4.33,1,1,127.3356746,1000,256,67612.32
Lenovo,Ultrabook,8,1.3,0,1,125.367428,0,180,58554.72
Lenovo,Notebook,8,2.17,0,0,141.2119981,0,256,47893.392
HP,Notebook,8,1.48,0,0,157.3505121,0,1000,93186.72
Lenovo,Notebook,8,1.4,0,1,165.6321181,0,256,50562.72
Lenovo,Notebook,8,2.3,0,1,141.2119981,0,256,48538.08
Asus,Netbook,4,1.2,0,0,135.0942112,0,0,18115.2
HP,Notebook,8,1.91,0,0,100.4546699,0,256,32979.7872
Lenovo,2 in 1 Convertible,8,1.4,1,1,158.4825302,0,256,85194.72
Lenovo,Notebook,4,2.1,0,0,111.9352036,500,0,15930.72
Lenovo,Netbook,4,1.25,0,0,135.0942112,0,16,14119.2
Lenovo,Notebook,8,1.44,0,0,165.6321181,0,256,50562.72
Asus,Notebook,8,2.0,0,0,141.2119981,1000,256,65214.72
Acer,Notebook,4,2.2,0,1,141.2119981,1000,0,32660.64
HP,Ultrabook,8,1.34,0,1,165.6321181,0,512,70489.44
Lenovo,Gaming,8,2.4,0,1,141.2119981,1000,256,61218.72
Dell,Ultrabook,8,1.29,1,1,165.6321181,0,128,47898.72
Acer,Notebook,4,2.2,0,0,141.2119981,500,0,34045.92
Dell,Notebook,8,2.18,0,0,141.2119981,1000,0,44542.08
Dell,Notebook,16,2.2,0,0,141.2119981,2000,256,64961.1072
Xiaomi,Notebook,16,1.95,0,1,141.2119981,0,256,74589.336
Asus,Netbook,2,1.1,0,0,135.0942112,0,0,13053.6
HP,Notebook,4,2.04,1,0,100.4546699,1000,0,27783.9216
Asus,Gaming,24,2.24,0,0,141.2119981,0,512,158135.04
HP,Notebook,8,2.04,0,0,141.2119981,0,256,47365.92
Asus,Gaming,16,3.0,0,0,127.3356746,1000,256,80133.12
Lenovo,Gaming,8,3.2,0,1,141.2119981,1000,256,74538.72
HP,Ultrabook,8,1.32,0,1,165.6321181,0,256,74538.72
Dell,Notebook,8,1.64,0,0,157.3505121,0,256,68184.0144
HP,Notebook,4,1.63,0,0,100.4546699,0,128,36709.92
Dell,Notebook,8,2.8,0,1,127.3356746,1000,128,47365.92
Lenovo,Notebook,8,2.02,0,0,157.3505121,0,256,71395.2
Lenovo,Notebook,4,2.2,0,0,141.2119981,1000,0,42570.72
Lenovo,Notebook,8,2.2,0,0,100.4546699,2000,0,24455.52
Dell,Notebook,4,2.3,0,0,141.2119981,500,0,31168.8
Dell,Notebook,8,1.9,0,0,141.2119981,0,256,73366.56
Dell,Gaming,16,4.42,0,1,127.3356746,1000,128,160520.3856
Toshiba,Notebook,8,2.0,0,1,141.2119981,500,0,45820.8
Asus,Notebook,8,2.0,0,1,282.4239962,1000,256,69210.72
Mediacom,Notebook,4,1.2,0,1,165.6321181,0,32,19660.32
Asus,Gaming,8,2.3,0,1,141.2119981,1000,128,87858.72
Dell,Notebook,8,1.93,0,0,141.2119981,0,256,72940.32
Dell,Notebook,8,2.2,0,0,141.2119981,0,256,42486.0048
HP,Notebook,4,1.86,0,0,141.2119981,0,256,21258.1872
HP,Gaming,12,2.62,0,0,127.3356746,1000,0,95850.72
Lenovo,Notebook,8,1.87,0,1,157.3505121,0,256,45767.52
Dell,Ultrabook,8,1.2,1,0,276.0535301,0,256,74538.72
Dell,Notebook,4,1.6,0,0,157.3505121,0,128,39207.1536
HP,Ultrabook,8,1.34,0,1,276.0535301,0,256,61005.6
Acer,Gaming,8,2.4,0,0,141.2119981,1000,0,42517.44
Asus,Notebook,4,2.0,0,0,100.4546699,500,0,18594.72
HP,Notebook,4,2.1,0,0,141.2119981,0,128,37589.04
Lenovo,Notebook,4,1.87,0,0,157.3505121,500,0,41824.8
Lenovo,Notebook,4,2.15,0,0,141.2119981,1000,0,24634.008
HP,Notebook,4,1.86,0,0,141.2119981,500,0,21152.16
Lenovo,Notebook,8,1.99,0,1,141.2119981,0,512,92121.12
Lenovo,Notebook,4,2.2,0,0,141.2119981,0,128,26586.72
Dell,Notebook,8,1.9,0,0,141.2119981,0,256,59513.2272
Dell,Gaming,16,4.42,0,1,127.3356746,1000,256,143802.72
HP,Notebook,8,2.65,0,0,106.1130621,1000,0,28992.312
HP,Notebook,8,2.63,0,0,127.3356746,1000,0,68198.4
Asus,Notebook,4,2.0,0,0,100.4546699,500,0,11934.72
Mediacom,Notebook,4,1.35,0,1,165.6321181,0,0,13586.4
Lenovo,Notebook,6,2.8,0,0,106.1130621,1000,128,50562.72
HP,Notebook,6,1.91,0,1,141.2119981,0,128,30310.992
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,32921.712
Acer,2 in 1 Convertible,4,1.25,1,1,189.9057905,0,0,18594.72
Lenovo,Notebook,4,2.05,0,0,141.2119981,0,128,33566.4
HP,Ultrabook,16,1.16,1,1,276.0535301,0,512,104695.2
Lenovo,Notebook,8,3.4,0,1,127.3356746,0,256,159786.72
Asus,Notebook,8,2.5,0,0,141.2119981,1000,128,44701.92
Dell,Ultrabook,8,1.21,1,1,331.2642361,0,128,85194.72
Dell,Notebook,4,1.93,0,0,100.4546699,500,0,51095.52
Fujitsu,Notebook,8,2.2,0,0,100.4546699,1000,0,39373.92
Lenovo,Notebook,4,2.2,0,0,141.2119981,500,0,18328.32
Lenovo,Notebook,4,2.02,0,0,111.9352036,500,0,52747.2
HP,Workstation,8,3.14,0,0,106.1130621,500,0,99153.5472
HP,Notebook,8,1.94,0,0,111.9352036,2000,0,20725.92
HP,Notebook,6,1.95,0,1,141.2119981,0,256,34578.72
Lenovo,Notebook,8,2.3,0,0,141.2119981,0,256,44222.4
Lenovo,Notebook,4,2.05,0,0,141.2119981,500,0,36496.8
Mediacom,Notebook,4,1.4,0,0,157.3505121,0,32,13266.72
Toshiba,Ultrabook,16,1.24,1,0,157.3505121,0,512,99367.2
Lenovo,Gaming,32,4.6,0,1,127.3356746,1000,256,141884.64
MSI,Gaming,16,4.14,0,0,127.3356746,1000,512,145401.12
Dell,Notebook,8,2.2,0,0,141.2119981,0,256,39907.2528
Mediacom,Notebook,4,1.45,0,1,157.3505121,0,32,20725.92
Dell,Notebook,8,1.9,0,0,100.4546699,500,0,53733.9456
HP,Notebook,4,1.49,0,0,165.6321181,0,128,38308.32
Dell,Notebook,16,1.93,0,0,141.2119981,0,256,81912.1392
Dell,Netbook,4,1.26,0,0,135.0942112,0,0,15717.6
MSI,Gaming,16,4.5,0,0,127.3356746,1000,128,125154.72
HP,Gaming,16,3.78,0,1,127.3356746,1000,256,79813.44
Lenovo,Ultrabook,12,1.4,0,1,157.3505121,0,256,89137.44
Lenovo,Notebook,12,2.2,1,0,100.4546699,1000,0,32447.52
Asus,Gaming,8,2.73,0,1,127.3356746,1000,128,94305.6
Asus,2 in 1 Convertible,8,2.2,1,0,100.4546699,1000,0,39373.92
Lenovo,Notebook,12,2.2,0,0,141.2119981,0,512,50562.72
Dell,2 in 1 Convertible,4,1.39,1,0,135.0942112,0,128,32127.84
Samsung,Notebook,16,2.5,0,0,141.2119981,1000,128,90522.72
Lenovo,Notebook,4,2.8,0,0,127.3356746,500,0,28185.12
Lenovo,Notebook,8,2.29,0,0,100.4546699,1000,0,24455.52
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,0,512,107892.0
Lenovo,Notebook,8,1.7,0,1,157.3505121,0,256,78534.72
Dell,2 in 1 Convertible,8,1.34,1,0,176.2325736,0,256,88977.6
Dell,Workstation,8,2.06,1,0,141.2119981,0,256,93932.64
HP,Notebook,8,1.84,0,0,141.2119981,0,256,64948.32
HP,Notebook,4,2.1,0,0,100.4546699,500,0,35616.6144
Acer,Notebook,4,1.6,0,0,157.3505121,0,0,17529.12
MSI,Gaming,16,4.14,0,0,127.3356746,1000,128,117162.72
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,24775.2
MSI,Gaming,16,1.8,0,0,282.4239962,2000,256,122490.72
Toshiba,Notebook,8,2.2,0,1,141.2119981,0,256,74538.72
Lenovo,Notebook,6,2.4,0,0,141.2119981,1000,0,30049.92
Lenovo,2 in 1 Convertible,8,2.0,1,1,141.2119981,0,256,69210.72
Acer,Notebook,4,1.6,0,0,111.9352036,0,0,18594.72
Lenovo,Notebook,32,2.5,0,1,282.4239962,0,1000,261018.72
Dell,Gaming,16,2.59,0,0,141.2119981,1000,0,46833.6528
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,23650.992
Dell,Notebook,4,2.25,0,0,100.4546699,1000,0,19127.52
Dell,Notebook,4,1.93,0,0,100.4546699,500,0,46300.32
Asus,Gaming,8,3.0,0,0,127.3356746,1000,128,62231.04
Dell,Notebook,4,2.18,0,0,141.2119981,0,128,30316.32
HP,Ultrabook,8,1.84,0,0,141.2119981,0,512,74005.92
MSI,Gaming,16,2.94,0,0,141.2119981,1000,256,120831.5808
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,0,0,20193.12
HP,Notebook,8,2.31,0,0,111.9352036,0,256,59886.72
Lenovo,Notebook,8,1.65,0,0,157.3505121,0,256,78055.2
Dell,Notebook,4,2.2,0,0,141.2119981,1000,0,41345.28
Fujitsu,Notebook,8,2.2,0,0,100.4546699,0,256,42570.72
HP,Notebook,4,1.88,0,0,100.4546699,500,0,49656.96
Lenovo,Notebook,8,2.2,0,0,141.2119981,1000,0,47898.72
Mediacom,Notebook,2,1.4,0,0,157.3505121,0,0,12733.92
Lenovo,Notebook,4,2.2,0,0,141.2119981,0,128,24935.04
Asus,2 in 1 Convertible,6,1.5,1,0,165.6321181,1000,0,34046.4528
Dell,Notebook,8,2.0,0,0,141.2119981,0,256,96969.6
Asus,Ultrabook,16,1.1,0,0,157.3505121,0,512,101232.0
Dell,Gaming,16,2.62,0,0,141.2119981,1000,256,78801.12
Lenovo,Notebook,4,1.8,0,0,141.2119981,0,256,44169.12
Lenovo,Notebook,4,2.2,0,0,141.2119981,1000,0,30849.12
Asus,Notebook,8,2.0,0,0,100.4546699,1000,0,21258.72
Asus,Notebook,8,1.99,0,0,141.2119981,1000,0,48304.7136
Dell,Ultrabook,8,1.23,1,0,276.0535301,0,256,99580.32
Lenovo,Notebook,2,1.42,0,0,111.9352036,0,0,13266.72
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,0,256,93635.3376
Dell,Notebook,16,2.06,1,0,282.4239962,0,1000,127818.72
Lenovo,Gaming,8,2.5,0,1,141.2119981,1000,128,59087.52
HP,Notebook,8,2.6,0,0,107.9856456,1000,0,27753.552
Lenovo,Ultrabook,16,1.14,0,1,157.3505121,0,512,130536.0
Asus,Gaming,8,2.5,0,1,141.2119981,1000,0,62284.32
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,23976.0
Lenovo,Notebook,4,1.43,0,0,111.9352036,0,0,14598.72
Acer,Ultrabook,8,1.8,0,1,157.3505121,0,256,48964.32
Razer,Gaming,16,1.95,0,0,157.3505121,0,256,138474.72
Toshiba,Notebook,8,1.2,0,0,165.6321181,0,256,64628.64
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,0,256,84395.52
Asus,Gaming,32,3.8,0,1,127.3356746,0,512,149130.72
Acer,Gaming,8,2.4,0,0,141.2119981,1000,0,37775.52
Dell,Ultrabook,8,1.2,0,0,165.6321181,0,256,77250.672
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,63499.104
HP,Notebook,4,1.86,0,0,100.4546699,500,0,19441.872
Toshiba,Notebook,8,2.0,0,1,141.2119981,500,0,56689.92
Dell,Notebook,8,2.2,0,0,141.2119981,0,256,48964.32
Dell,Notebook,16,2.2,0,0,141.2119981,2000,256,60472.8
Lenovo,Gaming,8,3.31,0,1,141.2119981,1000,128,63722.88
Dell,Gaming,32,4.42,0,1,254.6713491,1000,512,167691.8736
Dell,Notebook,8,1.56,0,0,157.3505121,0,256,65481.12
Lenovo,Notebook,4,2.2,0,0,100.4546699,500,0,22324.32
Lenovo,Notebook,4,2.2,0,0,141.2119981,500,0,28504.8
HP,Notebook,6,2.04,0,0,141.2119981,1000,0,28717.92
MSI,Gaming,8,2.7,0,0,127.3356746,1000,128,79215.1056
Toshiba,Notebook,4,2.1,0,0,100.4546699,0,128,26533.44
Dell,Notebook,8,2.06,0,0,141.2119981,1000,0,50882.4
HP,Notebook,8,2.1,0,0,141.2119981,1000,0,39693.6
Toshiba,Notebook,8,2.0,0,1,141.2119981,0,256,67026.24
Acer,Notebook,4,2.1,0,0,100.4546699,0,128,21951.36
Microsoft,Ultrabook,8,1.252,1,0,200.8425599,0,256,99519.048
Lenovo,Notebook,8,1.9,0,0,141.2119981,1000,128,43580.376
Lenovo,2 in 1 Convertible,8,1.3,1,1,165.6321181,0,256,55091.52
Lenovo,Notebook,4,2.2,0,0,100.4546699,0,128,18594.72
HP,2 in 1 Convertible,4,1.63,1,1,157.3505121,0,128,37242.72
MSI,Gaming,16,2.4,0,0,141.2119981,1000,256,68944.32
Asus,Ultrabook,8,1.1,0,0,157.3505121,0,256,60472.8
HP,2 in 1 Convertible,8,1.4,1,0,135.0942112,0,0,26373.6
LG,Ultrabook,8,1.09,0,1,141.2119981,0,512,122490.72
Acer,Gaming,16,2.5,0,0,141.2119981,0,256,69210.72
MSI,Gaming,8,2.2,0,0,141.2119981,0,256,53168.112
Asus,Notebook,4,1.86,0,0,100.4546699,0,128,22324.32
Dell,Gaming,16,3.21,0,0,141.2119981,1000,128,109277.28
HP,Notebook,4,2.5,0,1,127.3356746,0,256,37242.72
Lenovo,2 in 1 Convertible,8,1.19,1,1,165.6321181,0,512,79866.72
Dell,Gaming,16,3.49,0,0,141.2119981,1000,256,149916.6
HP,Notebook,4,1.86,0,0,100.4546699,500,0,32639.8608
Dell,Notebook,4,2.2,0,0,100.4546699,1000,0,29073.2976
HP,Notebook,6,2.65,0,1,127.3356746,2000,0,30316.32
Lenovo,Notebook,4,2.1,0,0,100.4546699,500,0,16943.04
Acer,Notebook,4,1.45,0,0,111.9352036,0,0,19980.0
Lenovo,Notebook,4,1.7,0,0,157.3505121,0,256,37242.72
HP,Workstation,8,3.14,0,0,127.3356746,500,0,101657.7072
Lenovo,2 in 1 Convertible,8,1.42,1,0,209.8006829,0,256,137995.2
Toshiba,Notebook,8,1.5,0,1,165.6321181,0,256,51841.44
Acer,Netbook,4,1.4,0,0,135.0942112,0,0,14332.32
Lenovo,2 in 1 Convertible,16,1.38,1,0,157.3505121,0,512,93186.72
Asus,2 in 1 Convertible,4,1.2,1,0,176.2325736,0,0,35644.32
Toshiba,Ultrabook,16,1.36,1,0,165.6321181,0,512,100006.56
HP,Notebook,4,2.1,0,1,141.2119981,500,0,36709.92
Dell,Gaming,8,2.56,0,0,141.2119981,1000,0,43636.32
Lenovo,Notebook,4,2.2,0,0,141.2119981,0,256,21258.72
Lenovo,Notebook,8,2.2,0,0,100.4546699,1000,0,22857.12
Lenovo,Notebook,4,2.1,0,0,141.2119981,2000,0,33110.856
Lenovo,Notebook,4,1.9,0,0,100.4546699,500,0,23976.0
Dell,Notebook,8,2.18,0,0,141.2119981,0,256,42357.6
Acer,2 in 1 Convertible,8,1.6,1,1,165.6321181,0,256,53226.72
Lenovo,Workstation,16,2.18,0,0,141.2119981,0,512,98834.4
Lenovo,Notebook,8,1.8,0,0,157.3505121,0,256,63456.48
HP,Notebook,6,2.71,0,1,127.3356746,2000,0,34898.9328
Lenovo,Gaming,8,2.5,0,1,141.2119981,1000,128,66546.72
Dell,Notebook,8,1.64,0,0,157.3505121,0,256,58021.92
Dell,Notebook,8,1.98,0,0,141.2119981,1000,0,38681.28
Asus,Notebook,4,1.5,0,0,157.3505121,0,0,15877.44
Dell,Notebook,16,1.93,0,0,141.2119981,0,512,76012.4448
Lenovo,Notebook,8,1.87,0,1,157.3505121,0,256,45664.6896
Dell,Notebook,8,1.9,0,0,141.2119981,0,256,62817.12
Lenovo,Notebook,4,2.19,0,0,100.4546699,500,0,15877.44
Mediacom,Notebook,4,1.4,0,1,161.7253908,32,0,14119.2
HP,Notebook,8,2.63,0,0,127.3356746,0,256,63936.0
Lenovo,Ultrabook,8,1.17,0,1,209.8006829,0,512,89864.1792
HP,2 in 1 Convertible,8,1.58,1,1,117.8265301,0,256,44574.048
Lenovo,Ultrabook,8,1.32,0,1,157.3505121,0,256,79866.72
Dell,Gaming,32,4.36,0,0,254.6713491,1000,1000,194972.832
MSI,Gaming,8,2.7,0,0,127.3356746,1000,128,71847.0144
Lenovo,Notebook,4,1.9,0,0,100.4546699,1000,0,26101.872
Dell,Notebook,8,2.2,0,0,141.2119981,1000,128,38308.32
Dell,2 in 1 Convertible,4,1.71,1,0,165.6321181,1000,0,34578.72
Dell,Notebook,8,2.32,0,0,100.4546699,1000,0,31409.6256
HP,Notebook,4,2.1,0,0,141.2119981,1000,0,26053.92
Acer,Gaming,16,4.2,0,1,127.3356746,1000,128,103096.8
Dell,Notebook,12,2.25,0,0,100.4546699,1000,0,34578.72
HP,Notebook,6,2.1,0,0,141.2119981,1000,128,34632.0
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,29783.52
Lenovo,Notebook,8,1.44,0,1,165.6321181,0,256,51148.8
Lenovo,Notebook,4,1.85,0,0,141.2119981,1000,0,41505.12
HP,Workstation,16,2.6,0,0,141.2119981,0,256,128884.32
Dell,2 in 1 Convertible,8,1.55,1,0,165.6321181,1000,0,35111.52
MSI,Gaming,16,1.8,0,0,141.2119981,1000,256,111593.8944
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,21887.424
Dell,Notebook,8,2.0,0,0,141.2119981,1000,128,64308.96
Dell,Notebook,8,2.0,0,0,100.4546699,0,256,35431.2
Toshiba,Notebook,8,1.25,1,1,157.3505121,0,256,81784.8
Lenovo,2 in 1 Convertible,8,1.7,1,0,157.3505121,0,256,53226.72
Lenovo,Workstation,16,2.5,0,1,282.4239962,0,1000,175770.72
Acer,Notebook,2,1.68,0,0,111.9352036,0,0,17582.4
Samsung,Ultrabook,16,0.81,0,0,165.6321181,0,256,87858.72
HP,Notebook,8,1.86,0,0,141.2119981,0,256,28717.92
Dell,Notebook,8,1.6,0,0,111.9352036,0,256,60031.1088
HP,Workstation,16,3.0,0,1,127.3356746,0,256,233845.92
Lenovo,Netbook,4,1.4,1,0,135.0942112,0,128,25308.0
HP,Notebook,8,1.84,0,0,141.2119981,0,256,101232.0
Asus,Notebook,4,2.45,0,0,100.4546699,1000,0,30849.12
Lenovo,Ultrabook,4,1.7,0,0,157.3505121,0,180,58394.88
Asus,Notebook,4,2.37,0,0,100.4546699,0,256,45282.672
Lenovo,2 in 1 Convertible,8,1.3,1,1,276.0535301,0,256,63882.72
HP,Notebook,8,2.2,0,1,141.2119981,1000,128,58554.72
HP,Workstation,8,2.59,0,0,141.2119981,0,256,83170.08
Dell,Gaming,16,4.42,0,1,282.4239962,1000,256,152859.7872
Acer,Notebook,4,2.1,0,0,100.4546699,0,256,31914.72
Lenovo,Gaming,8,2.5,0,1,141.2119981,1000,128,55837.44
Dell,Ultrabook,16,1.18,0,0,176.2325736,0,256,99047.52
Google,Ultrabook,8,1.1,1,0,234.5074,0,256,83063.52
Asus,Ultrabook,8,1.2,0,1,276.0535301,0,256,60153.12
Dell,Notebook,4,1.65,0,0,117.8265301,500,0,45234.72
Acer,Notebook,4,1.6,0,0,117.8265301,0,128,34898.4
Asus,Notebook,4,2.8,0,0,90.58340172,1000,0,25059.7152
Dell,Gaming,16,2.72,1,1,282.4239962,1000,128,58554.72
Samsung,Ultrabook,8,1.31,1,0,165.6321181,0,256,85194.72
Acer,Notebook,4,2.1,0,0,100.4546699,1000,0,15877.44
Dell,Notebook,16,2.3,0,0,141.2119981,0,256,62938.0656
Samsung,2 in 1 Convertible,16,1.71,1,0,146.860478,0,256,95850.72
Toshiba,Notebook,4,1.75,0,1,111.9352036,0,128,54345.6
Dell,Gaming,8,2.62,0,0,141.2119981,1000,0,58554.72
HP,Ultrabook,4,1.26,0,0,125.367428,0,256,66280.32
Asus,2 in 1 Convertible,12,2.3,1,0,141.2119981,2000,0,44701.92
