Company,TypeName,Ram,Weight,TouchScreen,IPS,PPI,HDD,SSD,Price
Lenovo,Notebook,16,2.5,0,0,282.4239962,0,512,126273.6
Acer,Notebook,4,1.8,0,1,157.3505121,0,128,33886.08
Razer,Gaming,16,1.95,0,0,157.3505121,0,512,154458.72
Asus,Notebook,8,2.0,0,0,141.2119981,0,128,31003.632
Dell,Gaming,32,4.42,0,1,127.3356746,1000,1000,191211.264
Asus,Gaming,16,4.3,0,1,127.3356746,1000,256,125208.0
Toshiba,Ultrabook,16,1.47,0,1,157.3505121,0,512,93985.92
Lenovo,Notebook,8,2.2,0,0,100.4546699,1000,0,17529.12
Lenovo,Ultrabook,16,1.7,0,0,157.3505121,0,512,122490.72
MSI,Gaming,16,1.6,0,1,157.3505121,1000,256,100752.48
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,58021.92
Lenovo,Gaming,4,2.4,0,1,141.2119981,1000,0,53226.72
Acer,Gaming,16,4.2,0,1,127.3356746,1000,256,122490.72
Dell,Gaming,8,2.62,0,0,141.2119981,0,256,52480.8
Asus,Gaming,8,2.24,0,0,141.2119981,1000,128,71341.92
Vero,Notebook,4,1.22,0,0,157.3505121,0,0,10810.512
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,0,512,104961.6
Lenovo,2 in 1 Convertible,8,2.08,1,0,141.2119981,0,256,51095.52
Apple,Ultrabook,8,0.92,0,1,226.4155472,0,0,62071.2
Lenovo,2 in 1 Convertible,8,1.42,1,1,209.8006829,0,256,124142.4
Asus,Notebook,4,1.63,0,0,111.9352036,0,0,15930.72
Dell,Notebook,8,1.95,0,0,100.4546699,0,128,43156.8
Lenovo,2 in 1 Convertible,8,1.38,1,1,158.4825302,0,256,71874.72
Dell,Notebook,8,2.0,0,0,141.2119981,0,256,39373.92
HP,Workstation,8,3.14,0,0,141.2119981,0,256,110017.872
Asus,Notebook,8,2.37,0,0,141.2119981,0,256,58554.72
Dell,Ultrabook,8,1.29,0,0,165.6321181,0,256,79866.72
Dell,Notebook,8,2.06,1,0,282.4239962,0,256,93186.72
Dell,Netbook,4,1.63,0,0,135.0942112,0,128,39640.32
HP,Netbook,8,1.26,0,0,125.367428,0,256,74005.92
Toshiba,Notebook,4,2.1,0,0,100.4546699,500,0,41558.4
HP,Notebook,8,2.04,0,0,100.4546699,2000,0,33513.12
Dell,Gaming,16,2.62,0,0,282.4239962,0,512,89457.12
Lenovo,Notebook,4,2.4,0,0,141.2119981,1000,0,32447.52
HP,Gaming,12,3.74,0,1,127.3356746,1000,0,93186.72
MSI,Gaming,16,2.9,0,0,127.3356746,1000,512,128671.2
Samsung,Ultrabook,8,0.81,0,0,165.6321181,0,256,79866.72
Dell,Notebook,8,1.98,0,0,141.2119981,1000,0,51202.08
Dell,Notebook,8,2.18,0,0,141.2119981,0,256,42081.0768
Lenovo,Ultrabook,8,1.32,0,0,157.3505121,0,256,99047.52
Razer,Ultrabook,16,1.29,1,1,352.4651472,0,512,95850.72
HP,Netbook,4,1.23,0,0,135.0942112,0,0,20512.8
Dell,Gaming,16,4.36,0,1,127.3356746,1000,128,133467.4656
Dell,Notebook,4,1.76,0,0,111.9352036,500,0,40226.4
Lenovo,Notebook,4,2.1,0,0,100.4546699,500,0,26101.872
Toshiba,Ultrabook,4,1.25,0,0,111.9352036,0,128,58075.2
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,0,512,133146.72
MSI,Gaming,8,2.4,0,0,141.2119981,0,256,63882.72
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,0,0,99900.0
Toshiba,Notebook,4,1.75,0,0,111.9352036,0,128,26586.72
Asus,2 in 1 Convertible,8,1.1,1,0,165.6321181,0,256,72354.24
Dell,Notebook,4,1.76,0,0,111.9352036,500,0,31168.8
Acer,Netbook,4,1.35,0,1,135.0942112,0,0,18914.4
Acer,Notebook,8,1.5,0,1,157.3505121,0,128,32980.32
Razer,Gaming,32,3.49,1,0,254.6713491,0,512,292986.72
Lenovo,Ultrabook,16,1.1,0,1,209.8006829,0,512,111834.72
Asus,Notebook,4,2.1,0,0,141.2119981,1000,0,27652.32
Lenovo,Notebook,8,1.7,0,0,157.3505121,0,256,63190.08
Lenovo,Notebook,8,1.32,0,1,157.3505121,0,256,87912.0
Dell,Gaming,16,3.21,0,0,141.2119981,1000,256,147832.2864
Asus,Gaming,16,2.9,0,0,127.3356746,1000,256,128884.32
Toshiba,Notebook,4,2.0,0,0,100.4546699,500,0,35644.32
Lenovo,Notebook,4,1.5,0,0,111.9352036,0,0,17316.0
Asus,Notebook,8,2.3,0,0,141.2119981,128,0,31435.2
Asus,Gaming,16,2.73,0,0,127.3356746,1000,512,95850.72
Dell,Gaming,32,4.42,0,1,127.3356746,1000,512,163723.5792
HP,Notebook,8,2.63,0,0,106.1130621,1000,0,48484.8
Dell,Notebook,8,2.18,0,0,100.4546699,0,128,38041.3872
HP,Ultrabook,8,1.54,0,0,157.3505121,0,512,99633.6
Dell,Notebook,4,2.18,0,0,141.2119981,0,256,39373.92
HP,2 in 1 Convertible,4,1.4,1,0,135.0942112,0,0,32767.2
Asus,Ultrabook,8,1.45,0,1,165.6321181,0,512,54665.28
HP,2 in 1 Convertible,8,1.28,1,0,165.6321181,0,256,121318.56
HP,Ultrabook,8,1.54,0,0,157.3505121,0,512,78215.04
HP,Notebook,4,1.86,0,0,100.4546699,0,128,15930.72
Asus,Gaming,16,2.1,0,0,141.2119981,1000,128,101178.72
Dell,Notebook,8,2.83,0,0,127.3356746,1000,0,46087.2
Lenovo,Ultrabook,8,1.96,0,1,157.3505121,0,256,101391.84
Asus,Notebook,8,2.3,0,1,141.2119981,0,256,41931.36
Dell,Notebook,8,1.9,0,0,141.2119981,0,128,50349.6
Asus,Notebook,4,2.0,0,0,100.4546699,1000,0,23922.72
HP,2 in 1 Convertible,8,1.28,1,0,165.6321181,0,256,136343.52
Dell,Notebook,8,1.62,1,0,165.6321181,1000,0,34578.72
Lenovo,Notebook,4,2.2,0,0,141.2119981,1000,0,24988.32
Lenovo,Notebook,8,2.3,0,1,141.2119981,1000,0,45323.1648
HP,Notebook,8,1.84,0,0,141.2119981,0,256,71874.72
Toshiba,Notebook,4,1.05,0,0,165.6321181,0,128,68464.8
Lenovo,Gaming,8,2.5,0,1,141.2119981,1000,0,54185.76
Dell,Ultrabook,16,1.29,1,0,276.0535301,0,512,119347.2
HP,Notebook,4,2.07,0,0,141.2119981,500,0,48484.8
Toshiba,Ultrabook,8,1.2,0,0,117.8265301,0,256,58341.6
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,0,256,103896.0
Acer,Notebook,8,1.56,0,1,157.3505121,0,256,48058.56
Dell,Workstation,8,2.23,0,0,141.2119981,1000,0,94731.84
Lenovo,Notebook,4,2.38,0,0,100.4546699,500,0,56210.4
Lenovo,Notebook,4,2.2,0,0,141.2119981,1000,0,25521.12
Toshiba,Notebook,8,2.0,0,1,141.2119981,0,256,73952.64
Lenovo,Notebook,4,1.44,0,1,165.6321181,0,180,39160.8
Samsung,Ultrabook,16,1.23,0,0,146.860478,0,256,98514.72
Dell,Ultrabook,8,1.6,0,0,176.2325736,0,256,90043.2
Asus,Notebook,4,2.0,0,0,100.4546699,1000,0,21258.1872
Xiaomi,Ultrabook,8,1.28,0,1,165.6321181,0,256,49816.8
Dell,Notebook,4,2.18,0,0,141.2119981,1000,128,48618.0
HP,Notebook,4,2.04,0,0,141.2119981,0,256,44701.92
HP,2 in 1 Convertible,4,1.28,1,0,165.6321181,0,256,90576.0
HP,2 in 1 Convertible,4,2.3,1,0,100.4546699,500,0,36486.144
Asus,Notebook,4,1.65,0,0,111.1413369,0,0,18541.44
Lenovo,Notebook,8,2.2,0,1,141.2119981,1000,0,35644.32
Dell,Notebook,4,2.2,0,0,100.4546699,500,0,19660.32
HP,2 in 1 Convertible,4,1.28,1,0,165.6321181,0,256,95850.72
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,24279.696
Asus,Gaming,12,2.2,0,0,127.3356746,1000,128,72988.272
Acer,Netbook,4,1.25,0,1,135.0942112,0,0,15824.16
Lenovo,Notebook,4,2.8,0,0,106.1130621,500,0,20193.12
HP,Notebook,4,1.95,0,0,157.3505121,0,128,67399.2
HP,2 in 1 Convertible,16,1.42,1,0,276.0535301,0,256,74538.72
Samsung,Ultrabook,8,1.17,0,0,146.860478,0,256,90522.72
Lenovo,Ultrabook,8,1.32,0,1,157.3505121,0,256,95850.72
MSI,Gaming,16,2.43,0,1,254.6713491,2000,512,141138.72
Toshiba,Notebook,8,1.05,0,0,165.6321181,0,256,78588.0
Dell,Gaming,8,2.62,0,0,141.2119981,1000,0,49497.12
HP,Notebook,8,2.04,0,0,141.2119981,1000,0,47952.0
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,32713.92
Dell,Notebook,8,1.9,0,0,141.2119981,500,0,49816.8
Dell,2 in 1 Convertible,8,1.24,1,0,276.0535301,0,512,107257.968
Asus,Gaming,32,3.58,0,1,127.3356746,0,512,68145.12
Dell,2 in 1 Convertible,16,1.22,1,0,165.6321181,0,256,87858.72
Lenovo,Ultrabook,8,1.13,0,1,157.3505121,0,0,109170.72
Lenovo,Notebook,8,1.95,0,1,141.2119981,0,512,104588.1072
LG,Ultrabook,16,1.08,1,1,141.2119981,0,512,111834.72
HP,Netbook,8,1.26,0,0,176.2325736,0,512,79014.24
Acer,Notebook,4,2.2,0,1,141.2119981,0,0,19127.52
Lenovo,Notebook,8,2.6,0,1,141.2119981,1000,128,42037.92
LG,Ultrabook,8,0.98,1,1,157.3505121,0,512,101178.72
Dell,Notebook,8,1.6,0,0,157.3505121,0,256,64202.4
HP,Ultrabook,8,1.09,1,0,352.4651472,0,240,165168.0
Lenovo,Notebook,6,2.2,0,0,141.2119981,0,256,42037.92
HP,Notebook,8,2.04,0,0,141.2119981,0,256,54291.7872
Acer,Notebook,4,2.4,0,0,141.2119981,1000,0,26586.72
Lenovo,Notebook,4,1.44,0,0,165.6321181,0,128,46939.68
HP,Notebook,8,1.49,0,0,165.6321181,0,256,51148.8
MSI,Gaming,16,2.7,0,0,127.3356746,1000,256,85194.72
Dell,Gaming,16,2.6,0,0,141.2119981,1000,128,71874.72
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,59668.8048
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,36496.2672
HP,Ultrabook,8,1.84,0,0,141.2119981,0,256,69103.6272
HP,Ultrabook,8,1.39,1,0,276.0535301,0,256,61218.72
Toshiba,Notebook,16,2.4,0,1,141.2119981,0,256,105228.0
Lenovo,2 in 1 Convertible,8,1.37,1,1,165.6321181,0,512,97236.0
Dell,Notebook,4,1.95,0,0,100.4546699,500,0,38889.072
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,0,256,87912.0
HP,Notebook,8,2.31,0,0,141.2119981,0,256,62071.2
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,37725.4368
HP,Notebook,4,1.95,0,0,111.9352036,500,0,61218.72
Lenovo,Notebook,4,2.2,0,0,100.4546699,1000,0,16463.52
HP,Ultrabook,4,1.26,0,0,176.2325736,500,0,84129.12
HP,Notebook,4,1.86,0,0,100.4546699,1000,0,15392.592
Lenovo,2 in 1 Convertible,16,1.3,1,1,276.0535301,0,1000,95850.72
Toshiba,Notebook,4,1.47,0,1,157.3505121,0,128,58874.4
HP,Netbook,8,1.26,0,0,176.2325736,0,256,88924.32
Dell,Notebook,4,2.18,0,0,100.4546699,1000,0,29762.208
MSI,Gaming,8,2.2,0,0,141.2119981,1000,128,63882.72
Dell,Ultrabook,8,1.36,0,0,157.3505121,0,256,87325.92
Dell,Gaming,16,4.36,0,0,169.7808994,1000,512,146946.24
HP,Gaming,8,2.75,0,1,127.3356746,1000,128,74538.72
Asus,Notebook,4,2.8,0,0,106.1130621,1000,0,28238.4
Acer,Notebook,4,2.23,0,0,100.4546699,500,0,32980.32
Toshiba,Notebook,8,2.2,0,0,100.4546699,0,256,59620.32
Lenovo,2 in 1 Convertible,8,1.1,1,1,194.9475372,0,256,69210.72
Lenovo,Gaming,16,2.5,0,1,141.2119981,1000,512,53226.72
Dell,Ultrabook,8,1.36,1,0,176.2325736,0,256,78438.816
Lenovo,Notebook,8,2.2,0,0,141.2119981,1000,0,36496.8
Dell,Notebook,4,2.36,0,0,106.1130621,1000,0,35111.52
Acer,Notebook,4,1.68,0,0,111.9352036,0,0,18594.72
HP,Workstation,8,2.0,0,1,141.2119981,0,8,119826.72
Dell,Ultrabook,8,1.36,0,0,157.3505121,0,256,94572.0
Toshiba,Notebook,8,1.2,0,0,165.6321181,0,256,77788.8
Asus,2 in 1 Convertible,8,1.2,0,0,176.2325736,0,0,61751.52
Lenovo,Ultrabook,8,1.7,0,1,157.3505121,0,256,79333.3872
Dell,Gaming,16,4.36,0,1,254.6713491,1000,512,168045.12
Dell,2 in 1 Convertible,8,1.24,1,0,165.6321181,0,256,101178.72
HP,2 in 1 Convertible,4,1.45,1,0,135.0942112,0,256,41292.0
Dell,Ultrabook,8,1.3,0,0,276.0535301,0,256,67559.04
Acer,2 in 1 Convertible,4,1.25,1,1,135.0942112,0,0,20725.92
Toshiba,Notebook,8,1.2,0,0,165.6321181,0,256,81784.8
Lenovo,Ultrabook,8,1.36,0,1,176.2325736,0,256,93772.8
Acer,Notebook,12,2.4,0,0,141.2119981,1000,128,53759.52
Toshiba,Ultrabook,8,1.1,1,0,176.2325736,0,512,95371.2
HP,Notebook,8,2.04,0,0,100.4546699,1000,0,45101.52
Dell,Notebook,4,2.25,0,0,100.4546699,1000,0,24808.2336
Dell,Notebook,4,1.9,0,0,100.4546699,500,0,43956.0
HP,Notebook,4,2.04,0,0,141.2119981,500,0,36496.8
Dell,Gaming,32,4.42,0,1,127.3356746,1000,256,167778.72
Lenovo,Notebook,6,2.4,0,0,141.2119981,0,256,37029.6
Dell,2 in 1 Convertible,16,1.22,1,0,276.0535301,0,512,101178.72
Dell,Ultrabook,8,1.5,1,0,209.8006829,0,256,104587.5744
Dell,Gaming,32,4.42,0,0,127.3356746,1000,256,149184.0
Toshiba,Notebook,8,1.95,0,0,157.3505121,0,256,62870.4
Asus,Gaming,16,2.73,0,0,127.3356746,1000,256,109218.672
HP,Notebook,8,2.04,0,1,141.2119981,1000,128,52161.12
Lenovo,Notebook,4,1.7,0,0,111.9352036,0,0,53386.56
Asus,2 in 1 Convertible,16,2.3,1,0,282.4239962,2000,512,95850.72
HP,Notebook,6,2.04,0,0,100.4546699,1000,0,30849.12
Asus,Gaming,16,2.99,0,0,127.3356746,1000,256,93186.72
Dell,2 in 1 Convertible,12,2.19,1,1,141.2119981,0,512,69210.72
Toshiba,Notebook,4,1.2,0,0,165.6321181,0,128,63669.6
Lenovo,Notebook,6,2.2,0,0,141.2119981,0,256,29250.72
Fujitsu,Notebook,4,2.3,0,0,100.4546699,0,256,34578.72
Toshiba,Notebook,4,1.75,0,0,111.9352036,500,0,48751.2
Dell,Notebook,4,2.25,0,0,100.4546699,500,0,31914.72
HP,Notebook,8,2.04,0,0,141.2119981,1000,0,42943.68
Lenovo,Gaming,8,2.5,0,1,141.2119981,1000,128,63349.92
Dell,Notebook,8,2.36,0,0,100.4546699,1000,0,39906.72
Dell,Notebook,8,1.6,0,0,157.3505121,0,128,59620.32
HP,Netbook,8,0.97,0,0,176.2325736,0,512,101658.24
HP,Notebook,4,2.1,0,0,141.2119981,1000,128,26586.72
Lenovo,Notebook,4,1.9,0,0,100.4546699,0,128,14418.6336
Lenovo,Notebook,8,2.3,0,0,141.2119981,0,256,71874.72
Dell,2 in 1 Convertible,8,1.68,1,0,165.6321181,0,256,47365.92
Asus,Notebook,8,1.4,0,0,276.0535301,0,256,61272.0
HP,Ultrabook,8,1.11,1,1,165.6321181,0,256,71874.72
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,20246.4
Asus,Gaming,16,2.5,0,0,141.2119981,1000,256,95850.72
HP,Ultrabook,8,1.48,0,0,157.3505121,0,512,111301.92
Acer,Gaming,8,2.7,0,1,141.2119981,1000,128,67132.8
HP,Notebook,8,1.34,0,1,165.6321181,0,256,63349.92
Dell,Notebook,4,2.18,0,0,100.4546699,0,128,29144.16
HP,Notebook,4,1.64,0,0,111.9352036,500,0,41505.12
Toshiba,Notebook,4,1.2,0,0,165.6321181,0,128,63669.6
HP,Notebook,4,1.48,0,0,111.9352036,0,256,58607.4672
HP,Notebook,4,1.95,0,0,157.3505121,0,256,64202.4
HP,Ultrabook,8,1.43,0,0,157.3505121,0,256,77202.72
HP,Notebook,8,1.64,0,0,157.3505121,0,256,55904.5728
HP,Notebook,4,1.64,0,0,111.9352036,500,0,36443.52
Dell,Gaming,8,2.65,0,0,141.2119981,0,0,50562.72
HP,Ultrabook,4,1.26,0,0,176.2325736,500,0,81997.92
HP,Notebook,4,1.48,0,0,157.3505121,0,256,84715.2
HP,Ultrabook,8,1.54,0,0,157.3505121,0,256,100550.5488
HP,Notebook,4,1.49,0,0,117.8265301,500,0,42624.0
Toshiba,Notebook,8,1.5,0,0,117.8265301,0,256,64468.8
HP,Notebook,4,2.04,0,0,100.4546699,0,256,41025.0672
Lenovo,Notebook,16,2.4,0,1,254.6713491,0,512,158135.04
Toshiba,Notebook,8,1.47,0,1,157.3505121,0,256,79387.2
HP,Notebook,8,1.43,0,0,157.3505121,0,256,118761.12
Dell,2 in 1 Convertible,4,2.08,1,1,141.2119981,1000,0,42410.3472
Toshiba,Ultrabook,8,1.2,0,0,165.6321181,0,256,84715.2
HP,Notebook,8,1.11,0,1,165.6321181,0,256,61218.72
HP,Notebook,8,1.64,0,0,157.3505121,0,256,63159.7104
Dell,Notebook,8,2.09,0,0,141.2119981,500,0,55754.3232
HP,Ultrabook,4,1.26,0,0,125.367428,0,256,83063.52
HP,Notebook,4,2.31,0,0,111.9352036,500,0,63349.92
HP,Notebook,4,1.95,0,0,111.9352036,500,0,56476.8
Dell,Ultrabook,8,1.29,1,0,276.0535301,0,256,86526.72
HP,Notebook,8,2.63,0,0,127.3356746,0,256,57542.4
HP,Notebook,4,1.64,0,0,111.9352036,0,256,51841.44
Acer,Notebook,6,2.1,0,0,100.4546699,1000,0,21791.52
MSI,Gaming,8,2.7,0,0,127.3356746,1000,128,63499.104
HP,Notebook,8,1.95,0,0,157.3505121,0,256,63669.6
HP,Notebook,8,1.84,0,0,141.2119981,0,256,65480.5872
HP,Ultrabook,8,1.26,0,0,176.2325736,0,256,71874.72
HP,Notebook,4,2.04,0,0,100.4546699,500,0,39533.76
Toshiba,Ultrabook,8,1.47,0,1,157.3505121,0,256,91908.0
Dell,Notebook,8,2.09,0,0,141.2119981,0,256,56633.976
HP,Notebook,8,1.64,0,0,157.3505121,0,256,53839.9728
Lenovo,2 in 1 Convertible,4,1.8,1,1,141.2119981,0,256,45128.16
Vero,Notebook,2,1.45,0,0,111.9352036,0,0,11231.424
Toshiba,Notebook,16,2.4,0,1,141.2119981,0,256,75924.0
Lenovo,Notebook,8,2.3,0,0,141.2119981,0,256,55922.688
HP,Notebook,4,1.54,0,0,157.3505121,500,0,53280.0
HP,Notebook,8,1.84,0,0,141.2119981,500,256,112065.9552
HP,Notebook,8,1.43,0,0,157.3505121,0,256,78268.32
MSI,Gaming,16,3.78,0,1,127.3356746,1000,256,82351.6992
Lenovo,Gaming,16,4.6,0,1,127.3356746,1000,128,122010.6672
Asus,Netbook,4,1.2,0,0,135.0942112,0,0,15339.312
Lenovo,Notebook,16,1.1,0,1,209.8006829,0,256,139593.6
HP,Notebook,8,1.91,0,1,141.2119981,1000,0,52161.12
Dell,2 in 1 Convertible,8,2.3,1,1,141.2119981,0,256,58288.32
HP,Notebook,4,2.04,0,0,100.4546699,0,256,52161.12
Dell,Ultrabook,16,1.2,1,0,276.0535301,0,1000,120093.12
HP,Notebook,4,2.31,0,0,100.4546699,500,0,37570.392
HP,Notebook,4,1.96,0,0,100.4546699,500,0,26586.72
Acer,Notebook,8,2.4,0,0,100.4546699,1000,0,23922.72
Dell,2 in 1 Convertible,12,1.6,1,1,165.6321181,0,256,69210.72
MSI,Gaming,16,2.94,0,0,141.2119981,1000,256,96916.32
HP,Notebook,8,2.04,0,0,141.2119981,0,256,57009.6
Asus,Gaming,16,4.0,0,1,127.3356746,1000,0,53173.44
Dell,Notebook,4,2.25,0,0,141.2119981,1000,0,29783.52
Dell,Notebook,16,2.32,0,0,141.2119981,2000,0,52746.6672
MSI,Gaming,16,1.8,0,0,141.2119981,1000,256,102777.12
Dell,Ultrabook,8,1.29,0,0,165.6321181,0,256,77682.24
Asus,Gaming,64,3.58,0,1,127.3356746,0,1000,211788.0
Dell,2 in 1 Convertible,8,1.62,1,0,165.6321181,0,256,42517.9728
Dell,Gaming,16,3.21,0,0,282.4239962,1000,256,70809.12
Apple,Ultrabook,8,0.92,0,1,226.4155472,0,0,69264.0
Dell,Notebook,4,2.06,0,0,100.4546699,500,0,25679.8944
HP,Notebook,4,2.31,0,0,100.4546699,500,0,63882.72
HP,Ultrabook,8,1.26,0,0,176.2325736,0,256,63882.72
HP,Notebook,8,1.49,0,0,165.6321181,0,256,58075.2
Lenovo,Ultrabook,8,1.3,1,1,176.2325736,0,256,91294.7472
Lenovo,Notebook,8,3.0,0,0,106.1130621,1000,0,35111.52
Lenovo,Notebook,4,2.3,0,1,141.2119981,1000,0,52054.56
MSI,Gaming,16,3.78,0,0,127.3356746,1000,256,133146.72
Lenovo,Notebook,4,2.1,0,0,100.4546699,500,0,28771.2
HP,Notebook,4,2.31,0,0,141.2119981,500,0,50083.2
Lenovo,Ultrabook,8,0.99,1,1,234.9767648,0,512,74538.72
Lenovo,Gaming,32,4.6,0,1,127.3356746,0,512,172627.2
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,0,0,34433.2656
HP,Ultrabook,16,1.3,0,1,331.2642361,0,512,109170.72
Dell,Notebook,8,2.18,0,0,141.2119981,0,256,39960.0
HP,Notebook,4,1.54,0,0,157.3505121,500,0,54931.1472
HP,Workstation,8,1.9,0,0,141.2119981,0,256,79653.6
Lenovo,Notebook,8,1.7,0,0,157.3505121,0,180,63882.72
HP,Notebook,4,1.29,0,0,276.0535301,0,0,32767.2
Acer,Notebook,4,2.4,0,0,100.4546699,500,0,20619.36
Dell,Notebook,4,2.2,0,0,100.4546699,500,0,20965.1472
HP,Notebook,4,1.86,0,0,100.4546699,1000,0,18434.3472
Asus,Gaming,8,2.7,0,1,127.3356746,1000,256,85194.72
Dell,Ultrabook,4,1.4,0,1,165.6321181,0,256,43601.688
HP,Netbook,4,2.4,0,0,125.367428,0,128,85194.72
Acer,Notebook,8,2.4,0,0,141.2119981,1000,256,42570.72
Dell,Notebook,8,2.36,0,0,141.2119981,1000,0,34035.264
MSI,Gaming,8,2.6,0,0,127.3356746,0,256,85194.72
HP,Notebook,4,1.96,0,0,100.4546699,1000,0,26640.0
Asus,Gaming,16,4.3,0,1,127.3356746,1000,128,122490.72
Dell,Ultrabook,4,1.5,0,0,125.367428,500,0,60480.792
Dell,Ultrabook,4,1.5,0,0,125.367428,0,128,62176.1616
Acer,Notebook,4,2.2,0,0,100.4546699,0,16,11135.52
HP,Workstation,8,3.0,0,1,127.3356746,1000,0,154458.72
Lenovo,Gaming,16,2.4,0,0,141.2119981,0,512,63882.72
Dell,Ultrabook,8,1.5,0,0,125.367428,0,256,75289.968
MSI,Gaming,8,2.9,0,0,127.3356746,1000,128,80516.2032
Lenovo,2 in 1 Convertible,4,2.1,1,1,141.2119981,0,256,46193.76
HP,Notebook,4,2.1,0,0,141.2119981,1000,0,21205.44
Asus,Gaming,16,2.59,0,1,141.2119981,1000,128,71341.92
HP,Notebook,8,1.16,1,0,276.0535301,0,256,90522.72
Dell,Notebook,4,2.24,0,0,100.4546699,500,0,40980.312
Lenovo,Notebook,4,2.1,0,0,100.4546699,0,128,22857.12
HP,Ultrabook,8,1.16,0,0,165.6321181,0,512,104908.32
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,0,0,29250.72
Dell,Ultrabook,8,1.23,0,0,165.6321181,0,256,73473.12
Lenovo,Gaming,16,4.6,0,1,127.3356746,0,256,146519.4672
Razer,Ultrabook,8,1.25,1,0,352.4651472,0,256,54825.12
Toshiba,Ultrabook,16,1.05,0,0,165.6321181,0,512,118601.28
Asus,Gaming,8,3.52,0,0,127.3356746,1000,128,69929.4672
Vero,Notebook,4,1.35,0,0,165.6321181,0,0,10442.88
HP,Notebook,8,1.16,0,0,165.6321181,0,256,90043.2
HP,Notebook,8,1.43,0,0,157.3505121,0,256,80612.64
Dell,Notebook,4,2.09,0,0,100.4546699,500,0,27899.0064
Asus,Notebook,4,2.0,0,0,100.4546699,1000,0,23176.8
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,0,256,88924.32
Lenovo,2 in 1 Convertible,4,0.69,1,1,224.1738091,0,0,25521.12
HP,Ultrabook,8,1.26,0,0,125.367428,0,256,100965.6
Lenovo,Gaming,8,2.4,0,1,141.2119981,1000,128,52693.92
HP,Gaming,8,3.35,0,1,127.3356746,1000,128,60153.12
HP,Notebook,8,2.04,0,0,100.4546699,2000,0,33513.12
Lenovo,2 in 1 Convertible,8,1.8,1,1,157.3505121,0,512,109244.2464
Asus,Notebook,4,1.5,0,0,111.9352036,0,0,14811.84
HP,Ultrabook,8,1.84,0,0,141.2119981,0,256,40066.56
Acer,Notebook,4,2.23,0,0,141.2119981,1000,0,32820.48
Lenovo,Notebook,16,2.5,0,0,141.2119981,0,0,58554.72
HP,Workstation,8,3.0,0,1,127.3356746,0,256,210424.032
Dell,Notebook,8,2.5,0,0,100.4546699,1000,0,41771.52
MSI,Gaming,16,3.78,0,0,127.3356746,1000,256,127818.72
HP,Ultrabook,8,1.88,0,0,141.2119981,0,256,115709.2416
Lenovo,2 in 1 Convertible,16,2.8,1,1,209.8006829,0,512,130003.2
MSI,Gaming,8,2.4,0,0,141.2119981,1000,128,60888.384
HP,2 in 1 Convertible,8,1.48,1,0,165.6321181,0,256,86793.12
HP,Workstation,8,2.59,0,1,141.2119981,0,256,118761.12
HP,2 in 1 Convertible,8,1.48,1,0,220.8428241,0,256,95850.72
HP,Workstation,8,2.0,0,0,141.2119981,0,256,101178.72
HP,Ultrabook,8,1.26,0,0,176.2325736,0,256,122381.496
Dell,Notebook,8,2.18,0,0,141.2119981,0,256,53807.472
HP,Notebook,8,1.88,0,0,141.2119981,0,256,84129.12
Lenovo,2 in 1 Convertible,8,1.27,1,1,209.8006829,0,256,124621.92
Lenovo,Notebook,4,1.9,0,0,100.4546699,1000,0,18061.92
HP,Notebook,4,1.86,0,0,100.4546699,500,0,15824.16
Lenovo,Notebook,8,2.32,0,0,141.2119981,1000,0,31914.72
Dell,Gaming,8,2.62,0,0,141.2119981,1000,0,63882.72
Dell,Notebook,8,2.04,1,1,282.4239962,0,256,119916.2304
HP,Notebook,4,1.91,0,0,141.2119981,0,256,25515.2592
MSI,Gaming,16,2.7,0,0,127.3356746,1000,256,79536.384
Lenovo,Ultrabook,12,1.4,0,0,157.3505121,0,512,122490.72
Lenovo,Notebook,8,2.5,0,0,141.2119981,0,0,42010.7472
HP,2 in 1 Convertible,8,1.48,1,0,220.8428241,0,512,108744.48
Lenovo,Ultrabook,8,1.7,0,0,157.3505121,0,256,79866.72
MSI,Gaming,16,1.7,0,0,157.3505121,1000,256,94252.32
HP,Gaming,8,2.62,0,1,141.2119981,1000,0,47898.72
Lenovo,Notebook,8,2.2,0,0,100.4546699,1000,0,24455.52
HP,Notebook,4,2.1,0,0,100.4546699,500,0,25414.0272
Dell,Gaming,8,2.62,0,0,282.4239962,1000,128,79813.44
Lenovo,Notebook,8,1.95,0,1,141.2119981,0,256,74059.2
